cod_imovel,municipio,cod_estado,geometry
GO-5212204-709F48C8AFB1410A98BFB6AA16774C78,Jussara,GO,"POLYGON ((-51.33312823116415 -15.89502871981505, -51.3159897650045 -15.89428702252477, -51.3159778760652 -15.89440254887735, -51.31554698764769 -15.89453942587495, -51.31570972859234 -15.89479845741001, -51.31581465972622 -15.89477898484005, -51.31587713747241 -15.89457640705927, -51.31606256171218 -15.89473473147231, -51.31585437892195 -15.89519747844552, -51.31565771683151 -15.89521909197125, -51.31556217142021 -15.89536894020557, -51.3155744879449 -15.89563541461882, -51.31567010659789 -15.89584399934838, -51.31510611226037 -15.89612256990937, -51.3148964632508 -15.89631763238307, -51.31462309889954 -15.89641924657147, -51.31473733399988 -15.89654318663348, -51.31467871048468 -15.89672034595208, -51.31446827517683 -15.89674666138838, -51.31426554432979 -15.89668723547287, -51.31428305601848 -15.89681110845172, -51.31443633783846 -15.89686802977948, -51.31460395932151 -15.89714745912576, -51.31481748593711 -15.89717445017965, -51.31500732508659 -15.89711926231575, -51.31534438147301 -15.89670581524769, -51.31547923518977 -15.8967165302062, -51.31563653393478 -15.89646175958442, -51.31634893411797 -15.89642550584741, -51.31647743084766 -15.89651696913151, -51.31632280129019 -15.89688903538136, -51.3161425907315 -15.89695411856685, -51.31587965152943 -15.8971156477789, -51.3159263161574 -15.89727327093873, -51.31579307804892 -15.89764572139917, -51.31544112249293 -15.89803010798362, -51.31492286073169 -15.89813582257026, -51.31498859295947 -15.89837856948617, -51.31551515725752 -15.89875647582156, -51.31603865706097 -15.89916876587097, -51.31625990668318 -15.8996708883835, -51.31661562279895 -15.8998981489047, -51.31676704693092 -15.90009129164741, -51.31698817371852 -15.90013145022295, -51.31750729928942 -15.90004388244393, -51.31787170900564 -15.90011291244777, -51.31806344611936 -15.90037259540927, -51.31808761474755 -15.90058746766468, -51.31824835586782 -15.90087053831161, -51.31845850331544 -15.90102699788241, -51.31877290751131 -15.90117261774868, -51.31887263846126 -15.90142009552354, -51.31879990148344 -15.90179279285682, -51.31832904153638 -15.90189228927344, -51.3177837013931 -15.90225543923688, -51.31753927878219 -15.90239725331277, -51.31731064936515 -15.90278102764684, -51.31748871283609 -15.90287465941892, -51.31772001776448 -15.90307054075962, -51.31817171501611 -15.90319926193279, -51.31843604992654 -15.90322037957904, -51.31928673777515 -15.90308609510455, -51.31952894327937 -15.90317925068545, -51.31970533506617 -15.90355616315652, -51.31956474951755 -15.90376400136828, -51.31898268695485 -15.90372644892486, -51.31894764421265 -15.90392725117902, -51.31926770616286 -15.90436951263295, -51.31970202210311 -15.90469942256254, -51.31997438402725 -15.90519320222168, -51.31996044954456 -15.9052842141933, -51.33264762570989 -15.9057352684692, -51.33292368045711 -15.89881786220696, -51.33306195326092 -15.89731144266867, -51.33312823116415 -15.89502871981505))"
GO-5212204-722863690680490CA4C132CD628B76D4,Jussara,GO,"POLYGON ((-51.32107091187788 -15.83283498012214, -51.32764483063395 -15.82630088682535, -51.3261442614769 -15.82467726878086, -51.31845669165494 -15.8309364019462, -51.31753315935664 -15.83270590606208, -51.31746689628843 -15.83267750505497, -51.31679052346949 -15.83266105477356, -51.31034501672001 -15.8387674986397, -51.31035298986944 -15.8388616148268, -51.30907357575126 -15.83919047065073, -51.30610247766759 -15.84061822192603, -51.30953451246101 -15.84522873780833, -51.32012572345212 -15.83413025179349, -51.32107091187788 -15.83283498012214))"
GO-5212204-72B57BA00A4A45EBA58D040A74E67562,Jussara,GO,"POLYGON ((-51.45045518875122 -15.736249147067682, -51.45320177078247 -15.741309178411585, -51.45640162160001 -15.7403741525, -51.45761152979999 -15.7400752552, -51.4582199699 -15.7398970392, -51.45899534225464 -15.73953301848864, -51.45873785018921 -15.738562319879824, -51.4587038018 -15.7381603321, -51.458888053894036 -15.73783945620298, -51.45873785018921 -15.737632923251846, -51.4579205781 -15.737572744, -51.45755765400001 -15.7375052779, -51.45747000869999 -15.7369470914, -51.4573324807 -15.7369143644, -51.45727872848511 -15.7365176416905, -51.4568944797 -15.7362893713, -51.45621176540001 -15.7358719501, -51.45600106500001 -15.7357414859, -51.4569354057312 -15.734782747103049, -51.457364559173584 -15.733192414062588, -51.4578337936 -15.7314338443, -51.45783207360001 -15.7313241789, -51.457788612 -15.7312519289, -51.45771162909999 -15.7313201103, -51.45769099300001 -15.7311411359, -51.4574887456 -15.7311492263, -51.457386016845696 -15.730879180168783, -51.4573940798 -15.7306056092, -51.45730018615723 -15.730590024082314, -51.45730018615723 -15.730507407982124, -51.4573616127 -15.7301736099, -51.4572597924 -15.7302500247, -51.45488737040001 -15.730926956, -51.45438194274902 -15.73102375805787, -51.45388841629028 -15.730899834159223, -51.45294041220001 -15.7307193256, -51.45075559616089 -15.730548716036411, -51.45045518875122 -15.736249147067682))"
GO-5212204-7E2ADE1A2C994C1FBE01A9E4115E49A1,Jussara,GO,"POLYGON ((-51.34083665782579 -15.80623871700064, -51.34155781467391 -15.80714506340653, -51.33939081640002 -15.80924511764031, -51.3393902731743 -15.80925533418136, -51.33444586880107 -15.81416400520308, -51.33439560900637 -15.81421389998851, -51.33467112316631 -15.81430843243087, -51.33476596730639 -15.81414185077561, -51.3350556655425 -15.81424872995065, -51.33520748482768 -15.81418627614118, -51.33562778804357 -15.81418433478818, -51.33590744671272 -15.81412673959103, -51.33610306668587 -15.81392967982172, -51.33625933611686 -15.81421491244211, -51.33656208176605 -15.81417657870628, -51.33680675791071 -15.81442820531389, -51.33670212098444 -15.81458289145449, -51.3373282715165 -15.8146468853849, -51.33744002764134 -15.81438686152996, -51.33775311607712 -15.81443551235199, -51.33789755177555 -15.81461507130919, -51.34072613760289 -15.81223034798448, -51.34236359102501 -15.81078148468605, -51.34316135831068 -15.81013651084497, -51.34381304337668 -15.80998897105569, -51.35374723026637 -15.80859064826373, -51.35627356312541 -15.80825229510866, -51.35699557884461 -15.80827425323701, -51.36206587622137 -15.80760482622782, -51.36381334631698 -15.80685037687705, -51.36505162761429 -15.80645703044722, -51.36433531289169 -15.80486865621232, -51.36955139487414 -15.80021090347893, -51.37037445513606 -15.80102784090954, -51.37205610659485 -15.79792283994528, -51.37046801140841 -15.7957370476667, -51.36344639096645 -15.78617454183559, -51.34083665782579 -15.80623871700064))"
GO-5212204-7E8D8FBAA53747BCBB20329B57032F98,Jussara,GO,"POLYGON ((-51.40076140054245 -15.62568320387591, -51.39808438785516 -15.62872171677704, -51.39459646606888 -15.6468506599824, -51.40364753682328 -15.64880673188197, -51.42699780530527 -15.65386783588076, -51.43432673376817 -15.65527477718031, -51.43440671706774 -15.65528483428031, -51.43456695376673 -15.65636024268057, -51.44426143051764 -15.65786276377984, -51.45068172548509 -15.65880902457934, -51.4704233254845 -15.66272741517798, -51.47215547527797 -15.65353535407523, -51.47258831067635 -15.65122006937455, -51.45344802697366 -15.64795377377602, -51.45346028557363 -15.64788549287601, -51.43676389475821 -15.64509568957723, -51.43464943147067 -15.63678408977516, -51.43446414297184 -15.63576577437493, -51.435065330069 -15.63496522267465, -51.43495130126968 -15.63446885457451, -51.43490931377013 -15.63340604707424, -51.43521343416879 -15.63260129217397, -51.4346832068715 -15.63223086937393, -51.43470631287152 -15.63177400747381, -51.4347356857714 -15.63163436397377, -51.42286410193125 -15.62967470847458, -51.414375678774 -15.6281225516751, -51.40076140054245 -15.62568320387591))"
GO-5212204-81F365C789534A84A8F8A35060DBF942,Jussara,GO,"POLYGON ((-51.31676814432343 -15.91955216825415, -51.31749305957081 -15.91923571223081, -51.31789723847596 -15.91901967657694, -51.31768735092957 -15.91827353193398, -51.31747531834585 -15.91789164445045, -51.31726390278275 -15.91775952296679, -51.31718189130926 -15.91731155788353, -51.31688930227986 -15.91700871046086, -51.31601562329602 -15.917140226508, -51.30761179961088 -15.9230192187866, -51.30804991880126 -15.92431571445271, -51.30925208451752 -15.92467284332539, -51.31573933844356 -15.92227967883133, -51.31670756235983 -15.92203583402448, -51.31791227518928 -15.9214459062736, -51.31802532838866 -15.92133674012582, -51.31813454797071 -15.92086363278765, -51.31800877076847 -15.92038526668416, -51.31779922600313 -15.92068428685606, -51.31726574789005 -15.92068503545034, -51.31656142403295 -15.92019972520732, -51.31676814432343 -15.91955216825415))"
GO-5212204-882C7F7A66AD4033AF778B7A4518A2B0,Jussara,GO,"POLYGON ((-51.46283626556396 -15.672647254695384, -51.455318386651754 -15.68664636131044, -51.4527940750122 -15.69159149789395, -51.45522853511732 -15.692608986421586, -51.45727199365485 -15.695101584441959, -51.46418809890747 -15.695495817937461, -51.464316844940186 -15.695309899630505, -51.464306298172446 -15.695130220747302, -51.468350887298584 -15.673494308570778, -51.46283626556396 -15.672647254695384))"
GO-5212204-88C69561AE0B4505AB651AE37A00D04E,Jussara,GO,"POLYGON ((-51.31996055839729 -15.90528417156153, -51.31993693244212 -15.90555333324337, -51.3200105785788 -15.90574564745739, -51.32025192971277 -15.90591970287799, -51.32035997278714 -15.90617115866288, -51.32021693300687 -15.9066073367087, -51.31985416839756 -15.90686222156199, -51.31975555839808 -15.90682472156198, -51.31996332839698 -15.90713556156205, -51.31981277839771 -15.90747389156217, -51.31961832839864 -15.9076005615622, -51.31964360839849 -15.90775917156226, -51.33255666833286 -15.90803639156115, -51.3326477783328 -15.9057352815605, -51.31996055839729 -15.90528417156153))"
GO-5212204-89767A2A870E408092A410DDBAFF342D,Jussara,GO,"POLYGON ((-51.31282935999315 -15.913160937186337, -51.31292207184364 -15.913220017283521, -51.31292029920973 -15.913420806459195, -51.31371314505995 -15.913705883237611, -51.31440924454305 -15.914592797692006, -51.31416109467411 -15.916170874656629, -51.31443101069507 -15.916339798766057, -51.31478974929855 -15.916210387545753, -51.31528404210673 -15.916413065506715, -51.31584769106323 -15.916792660245232, -51.3160567033275 -15.91708822266767, -51.31688930374019 -15.917008627032486, -51.31893069853902 -15.912565573027107, -51.31940207802308 -15.911856807812953, -51.31961138394215 -15.91139004581225, -51.319574419471614 -15.911390100511914, -51.31904513005556 -15.911367492212387, -51.318239479675476 -15.911190350573676, -51.31771218650095 -15.910806649093928, -51.31784864249132 -15.91027932253199, -51.31811319864596 -15.910209521096089, -51.31832713622894 -15.910452970376609, -51.3183294834064 -15.910122017124506, -51.31782447818018 -15.910157078067554, -51.317319472013715 -15.910096391286922, -51.31735364963995 -15.909824867830363, -51.317981112049075 -15.90939166167562, -51.318175311049345 -15.909369498003239, -51.318689277965255 -15.909728655433717, -51.319006405478426 -15.909815209871118, -51.31926011055864 -15.90967794576505, -51.31960215242321 -15.909550703005896, -51.31995779441685 -15.909575941523803, -51.32038516298479 -15.909369241898599, -51.32077754692748 -15.909052373240227, -51.32097259119297 -15.90868610230966, -51.320768057187394 -15.908906313078523, -51.320666875780354 -15.908908705322807, -51.32050255037065 -15.908692839222427, -51.32028820376531 -15.908545500829096, -51.319928456071025 -15.908457230415664, -51.319297968167675 -15.908460676533627, -51.31919622807044 -15.907978649773776, -51.31933037868139 -15.907805409793546, -51.31948517091235 -15.907895656927145, -51.31955482016637 -15.90751354406126, -51.31977694770284 -15.90731256435829, -51.31983422324868 -15.90708152524668, -51.31968368494551 -15.906939841389818, -51.319774654799495 -15.906701248914846, -51.31995956620947 -15.906703497385262, -51.32012019598871 -15.906551263680862, -51.3202610277516 -15.90621487071368, -51.320116810310566 -15.905964340753783, -51.31996034314741 -15.905871610415351, -51.31984476417591 -15.905618027396226, -51.319808373610925 -15.905107652880542, -51.319498669758616 -15.904671434030858, -51.30807180492674 -15.904506363407181, -51.31291146188627 -15.908445722011875, -51.31364886528638 -15.911902350589855, -51.31282935999315 -15.913160937186337))"
GO-5212204-8A0CEB45254E411682E58F7496344623,Jussara,GO,"POLYGON ((-51.32329008965 -15.821526933896, -51.32329008965 -15.821526933896, -51.316543913787 -15.829784333983, -51.315527780001 -15.830488610004, -51.31517723255801 -15.830079581353, -51.314904134876 -15.829991252129, -51.314258238227 -15.829556639172, -51.314558330001 -15.829123060004, -51.31586444000101 -15.827229720004, -51.31361111000099 -15.825289720004, -51.303213610001 -15.835228330004, -51.303975830001 -15.836781940004, -51.30516528000101 -15.839443060004, -51.305230599121 -15.839598067707, -51.30534747206901 -15.839686809935, -51.305896946315 -15.840454180121, -51.306051233699 -15.840508042292, -51.308712971204 -15.8392774099, -51.308940581132 -15.839117811383, -51.311499721444 -15.838489700598, -51.316505027961 -15.832813704894, -51.316549359763 -15.8327184354, -51.317253187816 -15.83288593898, -51.317344453114 -15.832723339863, -51.317396975916 -15.83265289229, -51.31752071408901 -15.832497902833, -51.318089948031 -15.831199784799, -51.318266955596 -15.83072482105, -51.32548554566601 -15.824998904674, -51.326063272029 -15.824510866592, -51.325097690764 -15.823463941107, -51.323980506236 -15.822259807223, -51.32329008965 -15.821526933896))"
GO-5212204-8AE07816A270436D856E6EC821DE0A7B,Jussara,GO,"POLYGON ((-51.31022186376124 -15.89709655826534, -51.30611677595664 -15.9029126850044, -51.30807180349561 -15.90450643774527, -51.31949866827366 -15.90467150836996, -51.31921294758056 -15.90447868370831, -51.31894847725885 -15.9040764341749, -51.3188231329313 -15.9038253872069, -51.31893857206407 -15.90361243357315, -51.3193943259064 -15.90367028772086, -51.31956456670742 -15.90356543888686, -51.31947912952866 -15.90330183947377, -51.31928483368679 -15.90321147884844, -51.31847687503943 -15.90329218133338, -51.31768308840098 -15.90321881199151, -51.31742264446371 -15.90292672959435, -51.31719459970811 -15.90283177892805, -51.31729498921786 -15.90257051837935, -51.31784515098371 -15.90207618669439, -51.31872033659495 -15.9016977060312, -51.31866132152861 -15.90122738618588, -51.31825945167577 -15.90098196267755, -51.31795793070835 -15.9004024121494, -51.31770097863901 -15.90019028695465, -51.3169373394939 -15.90021736315839, -51.31663047758371 -15.90011995992695, -51.31619954130401 -15.89974333589568, -51.31599697877043 -15.89932126567814, -51.31544979299035 -15.89886420598981, -51.31489923807551 -15.89840162609203, -51.3147949223157 -15.89808522912286, -51.31539671364467 -15.89791717706953, -51.31577107856093 -15.89744819409692, -51.31582651486231 -15.89726443968548, -51.31572489992182 -15.89702113972153, -51.31623255872606 -15.89683368660451, -51.31635912108767 -15.89655996659902, -51.31628792803692 -15.89650578329698, -51.31569762290699 -15.89655428003216, -51.31550287350608 -15.89682099346597, -51.31531199995184 -15.89688352405847, -51.31519515225404 -15.89710387297256, -51.31462645195734 -15.89724831703918, -51.31437789668096 -15.89695230785953, -51.31418017714818 -15.89675124794903, -51.31421531047586 -15.8966305348942, -51.31457860906366 -15.89663840498283, -51.31458116785936 -15.89648759864186, -51.31446285353159 -15.89636554482868, -51.31488808696071 -15.8962175494658, -51.31506576106885 -15.89604743986136, -51.31554056078579 -15.89581015144591, -51.31546105573525 -15.89566702263068, -51.31022186376124 -15.89709655826534))"
GO-5212204-8C2ACD4A01B64F69807B969C95EEE9FC,Jussara,GO,"POLYGON ((-51.29190972 -15.898575, -51.28448083 -15.919240830000001, -51.28887278 -15.91932417, -51.29490972 -15.901831390000002, -51.29190972 -15.898575))"
GO-5212204-8D44AFB4390A42E39D43C06628182C81,Jussara,GO,"POLYGON ((-51.31217724854218 -15.912812976285604, -51.312060170116084 -15.912863342392741, -51.31190764651438 -15.913000245634025, -51.31187062121576 -15.912944884659234, -51.303704652582546 -15.91646153765922, -51.304415475847435 -15.920799382198789, -51.31194090009532 -15.91621593286192, -51.314358680958456 -15.914914191355251, -51.314409213176184 -15.914592788094232, -51.31373144156235 -15.913729272542133, -51.313713127980876 -15.913705943243595, -51.312920358915285 -15.91342078573666, -51.3129203590683 -15.913420768135142, -51.31292033738797 -15.91342076033677, -51.31292208192206 -15.91322008606021, -51.312322575103764 -15.913202964207938, -51.31217724854218 -15.912812976285604))"
GO-5212204-8DD46E6D5E704E74AEFF1181E1B9A06F,Jussara,GO,"POLYGON ((-51.31406306829501 -15.880210133541, -51.31406306829501 -15.880210133541, -51.314009010979 -15.880235010145, -51.303562461797 -15.88504237258, -51.30118299890399 -15.879225749114, -51.291720962659 -15.883633980718, -51.292890081334 -15.883972428694, -51.3009208427 -15.886272548031, -51.31022171541801 -15.897096275742, -51.31121098476701 -15.896821725541, -51.315450140387 -15.895669187693, -51.315510464903 -15.895652236315, -51.315518162675 -15.895277603694, -51.315827692528 -15.895090232734, -51.315960582616 -15.894753230045, -51.315796983721 -15.894878615119, -51.315664875171 -15.894866323301, -51.31545838548099 -15.894545817692, -51.315606901585 -15.894380930336, -51.315929031693 -15.894367170443, -51.31559874676199 -15.894039541201, -51.31510649669501 -15.894111822941, -51.31494381259401 -15.89393652287, -51.315073937443 -15.893791027167, -51.315537834755 -15.893460620649, -51.315792877169 -15.893287857171, -51.31576271549299 -15.893235177706, -51.315450304724 -15.893460359649, -51.315345553492 -15.893367007775, -51.315486948548 -15.893176790686, -51.315377928717 -15.89305965076, -51.315442945473 -15.892831928061, -51.315262165579 -15.892793218653, -51.31519173794801 -15.893247709159, -51.315023474101 -15.893298300311, -51.314883381676 -15.893119107005, -51.31495841097199 -15.893370492176, -51.31437063217163 -15.89338158541422, -51.314697841906 -15.892632452972, -51.314356776852 -15.892006775861, -51.31437223347 -15.891878217176, -51.314104700159 -15.891308980281, -51.314422883775 -15.891138992476, -51.314362898387 -15.890708865756, -51.314931619284 -15.890343005408, -51.31542286160499 -15.890193294749, -51.315192892282 -15.890100315216, -51.315351527302 -15.88986680577, -51.315334862168 -15.889656668189, -51.314567344295 -15.888893312773, -51.3145637512207 -15.888490460141355, -51.31491794135799 -15.888106713563, -51.314854125201 -15.887970504538, -51.315040311638 -15.887896626535, -51.315485075881 -15.887861145534, -51.315529728493 -15.887796206559, -51.315896935883 -15.887721078231, -51.31591254760701 -15.887626890737, -51.315682800955 -15.887705009734, -51.315562548168 -15.887564923603, -51.315769409845 -15.887367649663, -51.316032337979 -15.887368639738, -51.315625128344 -15.886919682982, -51.31572521165099 -15.886843037121, -51.315958022646 -15.886873633335, -51.316022604465 -15.886739958183, -51.315729271219 -15.886756668353, -51.315496636557 -15.886785204821, -51.315481047637 -15.886612221622, -51.31577027179901 -15.885649450012, -51.31589932618401 -15.885528066083, -51.31568925325399 -15.885221885479, -51.316051585766 -15.884815216772, -51.316006963178 -15.884527589605, -51.315935853371 -15.884086694148, -51.315777077841 -15.883969084492, -51.315904556385 -15.884269527535, -51.315750356227 -15.884342681526, -51.315590135616 -15.884166953168, -51.315360501192 -15.884206731317, -51.315133654339 -15.883702599, -51.31545038466599 -15.88314130754, -51.315413222165 -15.88300672316, -51.31517835863399 -15.883112928491, -51.314759878224 -15.882827951797, -51.31466598249901 -15.883044397897, -51.314782132171 -15.883251226793, -51.314905395413 -15.883491205424, -51.314868214148 -15.883674951291, -51.314533913982 -15.883666632312, -51.31448997422801 -15.883353970919, -51.31435517188099 -15.882822709241, -51.31436953291 -15.882602482455, -51.314316984585 -15.882677322874, -51.31427260886 -15.883010661469, -51.31414456954 -15.883069420162, -51.313910180574 -15.882656415525, -51.313834359547 -15.882433074107, -51.313986550654 -15.88209467018, -51.31420297679199 -15.88200792977, -51.31419932948199 -15.881691873826, -51.314665258726 -15.881633961876, -51.314716046219 -15.881766826999, -51.314619864836 -15.881930706525, -51.315018174895 -15.881986620298, -51.314891659113 -15.881516477977, -51.31467984957399 -15.881604089269, -51.314579132329 -15.881523712953, -51.314691900424 -15.88128597641, -51.314395030957 -15.881215974324, -51.31416953651599 -15.880845329278, -51.314130233208 -15.880359275223, -51.31406306829501 -15.880210133541))"
